target_return,volatility,US Equity,US Bonds,REITs,Gold,Bitcoin,JPY
-0.05715730794795411,0.1191065522482929,0.2999999999986278,0.29999999999999954,0.1500000000013725,0.0,0.24999999999999983,0.0
-0.05201958139816875,0.11095377874096066,0.20000000000000004,0.3,0.2499999999999999,0.0,0.23344398848543377,0.016556011514566208
-0.04688185484838339,0.10493555767019215,0.2000000000000001,0.3,0.24999999999999978,0.0,0.21661068408676715,0.03338931591323292
-0.04174412829859803,0.09900645970759077,0.2,0.29999999999999993,0.2500000000000002,0.0,0.1997773796852855,0.05022262031471448
-0.036606401748812675,0.09318349863550184,0.2,0.29999999999999993,0.25000000000000017,0.0,0.18294407528380383,0.06705592471619619
-0.03146867519902731,0.08748786959298735,0.2,0.2999999999999997,0.2500000000000003,0.0,0.16611077088232218,0.08388922911767786
-0.02633094864924195,0.0819461273504231,0.2,0.29999999999999954,0.25000000000000056,0.0,0.14927746648084056,0.10072253351915941
-0.021193222099456593,0.0765916823381571,0.2,0.3,0.25000000000000017,0.0,0.1324441620793589,0.11755583792064099
-0.016055495549671235,0.07144109855247037,0.21576010839475349,0.3,0.23423989160524636,0.0,0.11556715601788407,0.13443284398211597
-0.010917768999885877,0.06650980892918905,0.23215759845315687,0.29999999999999993,0.21784240154684334,0.0,0.09868838254237565,0.1513116174576243
-0.0057800424501005185,0.06185024006689634,0.24855508873834853,0.3,0.20144491126165182,0.0,0.08180960906935394,0.1681903909306459
-0.0006423159003151602,0.05752845469606533,0.264952582156807,0.3,0.18504741784319295,0.0,0.06493083558270023,0.1850691644172998
0.004495410649470205,0.05362618198360643,0.2813500746836867,0.3,0.16864992531631334,0.0,0.04805206209853255,0.20194793790146742
0.009633137199255556,0.05024126869059271,0.29774756456531337,0.3,0.15225243543468664,0.0,0.031173288624040833,0.2188267113759591
0.014770863749040922,0.04751544019134576,0.3,0.3,0.14999999999999986,0.0,0.014333738379252982,0.235666261620747
0.019908590298826273,0.045862282702031035,0.3,0.3,0.15000000000000013,0.0015775378842960396,0.0,0.24842246211570393
0.02504631684861164,0.04604962467673728,0.3,0.3,0.15000000000000013,0.012201452260372201,0.0,0.23779854773962775
0.030184043398397004,0.046358851144022856,0.3,0.3,0.1499999999999999,0.022825366636072198,0.0,0.22717463336392782
0.035321769948182355,0.04678754550331214,0.3,0.3,0.14999999999999997,0.03344928101344507,0.0,0.2165507189865549
0.04045949649796772,0.04733246177137825,0.3,0.3,0.15000000000000008,0.044073195387407824,0.0,0.20592680461259222
0.04559722304775307,0.047989641056899845,0.3,0.3,0.15000000000000016,0.05469710976478928,0.0,0.19530289023521066
0.05073494959753844,0.0487545438752513,0.3,0.3,0.15000000000000005,0.06532102413959305,0.0,0.18467897586040685
0.05587267614732379,0.04962218895331858,0.3,0.3,0.15000000000000005,0.07594493851730187,0.0,0.17405506148269817
0.06101040269710915,0.05058729003244518,0.29999999999999993,0.3,0.1500000000000001,0.08656885289191656,0.0,0.16343114710808343
0.06614812924689452,0.05164438379397505,0.3,0.3,0.15000000000000013,0.09719276726921712,0.0,0.15280723273078287
0.07128585579667988,0.05278729257477552,0.3,0.29999999999999993,0.15214602649928285,0.10713638041484178,0.0,0.14071759308587553
0.07642358234646522,0.053993755658110126,0.3,0.3,0.16163495039730344,0.1147522580249603,0.0,0.12361279157773628
0.08156130889625059,0.055252320751962944,0.3,0.3,0.17112424825041764,0.12236801708932904,0.0,0.10650773466025341
0.08669903544603595,0.05655950983349935,0.3,0.3,0.18061354385207867,0.12998377686752105,0.0,0.08940267928040017
0.09183676199582132,0.057912030377548815,0.29999999999999905,0.3,0.19010284208710046,0.13759953581092207,0.0,0.07229762210197836
0.09697448854560665,0.05930678104578413,0.29999999999999977,0.3,0.19959213818872637,0.14521529543071288,0.0,0.055192566380561005
0.10211221509539202,0.060740852803448465,0.29999999999999927,0.3,0.20908143339253477,0.15283105533502472,0.0,0.0380875112724412
0.10724994164517739,0.06221152647447542,0.29999999999999993,0.3,0.21857073372791128,0.16044681361260318,0.0,0.02098245265948556
0.11238766819496275,0.06371626761663826,0.29999999999999977,0.3,0.22806002756690774,0.1680625739495672,0.0,0.0038773984835252977
0.11752539474474812,0.06529563940706605,0.3,0.3,0.21818218606462936,0.18181781393537064,0.0,0.0
0.12266312129453345,0.06703874062871658,0.2992253082461015,0.3,0.20340396843173952,0.19737072332215902,0.0,0.0
0.12780084784431883,0.06892426055761709,0.2891863975903956,0.3,0.19791370776033443,0.2128998946492701,0.0,0.0
0.13293857439410417,0.07093187413830233,0.2791474915937178,0.29999999999999993,0.19242344241837517,0.22842906598790721,0.0,0.0
0.13807630094388956,0.07305151587177247,0.26910857983994074,0.29999999999999993,0.18693318284826613,0.24395823731179317,0.0,0.0
0.14321402749367487,0.07887555700073148,0.25000000000024536,0.2000000000000682,0.2999999999996763,0.25000000000000416,0.0,0.0
